Section,System,Location,Component,Material,Condition,Comment
Interior,Bathroom,Null,Tub,Cast Iron,Monitor,Minor scratches or water spots; monitor for cleaning.
Interior,Bathroom,Null,Tub,Cast Iron,Monitor,Minor discoloration or dullness; monitor for cleaning.
Interior,Bathroom,Null,Tub,Cast Iron,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Bathroom,Null,Tub,Cast Iron,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Bathroom,Null,Tub,Cast Iron,Repair/Replace,Cracked or severely chipped tub; repair or replace.
Interior,Bathroom,Null,Tub,Cast Iron,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Interior,Bathroom,Null,Tub,Cast Iron,Safety Hazard,Sharp chips or cracks may cause injury.
Interior,Bathroom,Null,Tub,Cast Iron,Safety Hazard,Loose tub may shift or detach.
Interior,Bathroom,Null,Tub,Cast Iron,Safety Hazard,Standing water may harbor bacteria.
Interior,Bathroom,Null,Tub,Cast Iron,Access Restricted,Tub area inaccessible due to ongoing work.
Interior,Bathroom,Null,Tub,Stone Resin,Acceptable,Edges and mounting are secure.
Interior,Bathroom,Null,Tub,Stone Resin,Acceptable,Stone resin surface is smooth and free of cracks or chips.
Interior,Bathroom,Null,Tub,Stone Resin,Acceptable,Drain is secure and operates as intended.
Interior,Bathroom,Null,Tub,Stone Resin,Acceptable,No leaks or loose fixtures detected.
Interior,Bathroom,Null,Tub,Stone Resin,Acceptable,No significant stains or marks observed.
Interior,Bathroom,Null,Tub,Stone Resin,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Bathroom,Null,Tub,Stone Resin,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Interior,Bathroom,Null,Tub,Stone Resin,Monitor,Sealant at edges slightly worn; monitor for resealing.
Interior,Bathroom,Null,Tub,Stone Resin,Monitor,Slow draining; monitor for possible clog.
Interior,Bathroom,Null,Tub,Stone Resin,Monitor,Small chips at rim or edge; monitor for progression.
Interior,Bathroom,Null,Tub,Stone Resin,Repair/Replace,Mounting loose or unstable; secure or replace.
Interior,Bathroom,Null,Tub,Stone Resin,Repair/Replace,Severe staining or rust; clean or replace.
Interior,Bathroom,Null,Tub,Stone Resin,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Bathroom,Null,Tub,Stone Resin,Safety Hazard,Slippery or damaged surface increases fall risk.
Interior,Bathroom,Null,Tub,Stone Resin,Safety Hazard,Loose tub may shift or detach.
Interior,Bathroom,Null,Tub,Stone Resin,Safety Hazard,Sharp chips or cracks may cause injury.
Interior,Bathroom,Null,Tub,Stone Resin,Access Restricted,Base blocked by mat or organizer.
Interior,Bathroom,Null,Tub,Cultured Marble,Acceptable,No leaks or loose fixtures detected.
Interior,Bathroom,Null,Tub,Cultured Marble,Acceptable,No significant stains or marks observed.
Interior,Bathroom,Null,Tub,Cultured Marble,Acceptable,Drain is secure and operates as intended.
Interior,Bathroom,Null,Tub,Cultured Marble,Acceptable,Edges and mounting are secure.
Interior,Bathroom,Null,Tub,Cultured Marble,Acceptable,"Surface is smooth, glossy, and free of cracks or chips."
Interior,Bathroom,Null,Tub,Cultured Marble,Monitor,Slow draining; monitor for possible clog.
Interior,Bathroom,Null,Tub,Cultured Marble,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Bathroom,Null,Tub,Cultured Marble,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Interior,Bathroom,Null,Tub,Cultured Marble,Monitor,Small chips at rim or edge; monitor for progression.
Interior,Bathroom,Null,Tub,Cultured Marble,Monitor,Tub showing expected wear for age; monitor condition regularly.
Interior,Bathroom,Null,Tub,Cultured Marble,Repair/Replace,Sealant missing or moldy; reseal as needed.
Interior,Bathroom,Null,Tub,Cultured Marble,Repair/Replace,Leaking drain or faucet; repair or replace.
Interior,Bathroom,Null,Tub,Cultured Marble,Repair/Replace,Mounting loose or unstable; secure or replace.
Interior,Bathroom,Null,Tub,Cultured Marble,Safety Hazard,Standing water may harbor bacteria.
Interior,Bathroom,Null,Tub,Cultured Marble,Safety Hazard,Loose tub may shift or detach.
Interior,Bathroom,Null,Tub,Cultured Marble,Safety Hazard,Slippery or damaged surface increases fall risk.
Interior,Bathroom,Null,Tub,Cultured Marble,Access Restricted,Area blocked by shower curtain or doors.
Interior,Rooms,Null,Closet Door,Sliding,Acceptable,Sliding closet doors move smoothly and lock as intended.
Interior,Rooms,Null,Closet Door,Sliding,Acceptable,Paint or finish is even and undamaged.
Interior,Rooms,Null,Closet Door,Sliding,Acceptable,Tracks are aligned and clean.
Interior,Rooms,Null,Closet Door,Sliding,Acceptable,Handles secure and functional.
Interior,Rooms,Null,Closet Door,Sliding,Acceptable,"No cracks, splits, or significant warping."
Interior,Rooms,Null,Closet Door,Sliding,Monitor,Minor track noise or sticking; monitor for cleaning.
Interior,Rooms,Null,Closet Door,Sliding,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Closet Door,Sliding,Monitor,Minor separation at frame corners; monitor for movement.
Interior,Rooms,Null,Closet Door,Sliding,Monitor,Paint wear at edges; monitor for maintenance.
Interior,Rooms,Null,Closet Door,Sliding,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Rooms,Null,Closet Door,Sliding,Repair/Replace,Significant damage necessitates professional repair or replacement.
Interior,Rooms,Null,Closet Door,Sliding,Repair/Replace,Finish worn through; refinish or replace.
Interior,Rooms,Null,Closet Door,Sliding,Repair/Replace,Safety-critical defect requires urgent corrective action.
Interior,Rooms,Null,Closet Door,Sliding,Safety Hazard,Heavy panel may trap fingers.
Interior,Rooms,Null,Closet Door,Sliding,Safety Hazard,Loose or fallen door may cause injury.
Interior,Rooms,Null,Closet Door,Sliding,Safety Hazard,Sharp edges or splinters may injure.
Interior,Rooms,Null,Closet Door,Sliding,Access Restricted,Closet door area hidden by wall hangings.
Interior,Rooms,Null,Closet Door,Mirror,Acceptable,Frame and track are secure and functional.
Interior,Rooms,Null,Closet Door,Mirror,Acceptable,Mirror is clean and free of cracks or chips.
Interior,Rooms,Null,Closet Door,Mirror,Acceptable,No evidence of warping or loose tracks.
Interior,Rooms,Null,Closet Door,Mirror,Acceptable,Handle or knob is secure and operates properly.
Interior,Rooms,Null,Closet Door,Mirror,Acceptable,Mirror closet door slides/swings smoothly and is intact.
Interior,Rooms,Null,Closet Door,Mirror,Monitor,Minor separation at mirror frame; monitor for progression.
Interior,Rooms,Null,Closet Door,Mirror,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Rooms,Null,Closet Door,Mirror,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Closet Door,Mirror,Monitor,Minor scratches or chips; monitor for safety.
Interior,Rooms,Null,Closet Door,Mirror,Monitor,Paint wear at frame edges; monitor for touch-up.
Interior,Rooms,Null,Closet Door,Mirror,Repair/Replace,Broken glass or off-track door; repair/replace.
Interior,Rooms,Null,Closet Door,Mirror,Repair/Replace,Frame separation or splitting; repair or replace.
Interior,Rooms,Null,Closet Door,Mirror,Repair/Replace,Closet Door failure requires immediate repair to restore function.
Interior,Rooms,Null,Closet Door,Mirror,Safety Hazard,Mirror off track may block closet access.
Interior,Rooms,Null,Closet Door,Mirror,Safety Hazard,Loose frame or mirror may fall.
Interior,Rooms,Null,Closet Door,Mirror,Safety Hazard,Broken mirror may cause injury.
Interior,Rooms,Null,Closet Door,Mirror,Access Restricted,Closet contents block access to door.
Interior,Rooms,Null,Closet Door,Panel,Acceptable,Hinges and hardware are secure and functional.
Interior,Rooms,Null,Closet Door,Panel,Acceptable,"No cracks, splits, or warping present."
Interior,Rooms,Null,Closet Door,Panel,Acceptable,Paint or finish is even and undamaged.
Interior,Rooms,Null,Closet Door,Panel,Acceptable,"Closet door opens, closes, and latches properly."
Interior,Rooms,Null,Closet Door,Panel,Acceptable,Door fits frame with even gaps.
Interior,Rooms,Null,Closet Door,Panel,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Rooms,Null,Closet Door,Panel,Monitor,Closet Door showing expected wear for age; monitor condition regularly.
Interior,Rooms,Null,Closet Door,Panel,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Closet Door,Panel,Monitor,Panel joints slightly visible; monitor for separation.
Interior,Rooms,Null,Closet Door,Panel,Monitor,Minor scuffs or paint chips; monitor for repair.
Interior,Rooms,Null,Closet Door,Panel,Repair/Replace,Loose or missing hardware; repair/replace.
Interior,Rooms,Null,Closet Door,Panel,Repair/Replace,Finish worn through; refinish or replace.
Interior,Rooms,Null,Closet Door,Panel,Repair/Replace,Safety-critical defect requires urgent corrective action.
Interior,Rooms,Null,Closet Door,Panel,Safety Hazard,Broken door may cause injury or entrapment.
Interior,Rooms,Null,Closet Door,Panel,Safety Hazard,Heavy doors may pinch fingers.
Interior,Rooms,Null,Closet Door,Panel,Safety Hazard,Sharp edges or splinters may injure.
Interior,Rooms,Null,Closet Door,Panel,Access Restricted,Closet door hidden by wall hangings.
Interior,Rooms,Null,Closet Door,French,Acceptable,Doors align properly at meeting edges.
Interior,Rooms,Null,Closet Door,French,Acceptable,Paint or finish is even and undamaged.
Interior,Rooms,Null,Closet Door,French,Acceptable,"No cracks, chips, or missing panes in glass."
Interior,Rooms,Null,Closet Door,French,Acceptable,French closet doors open/close easily and glass is intact.
Interior,Rooms,Null,Closet Door,French,Acceptable,Hardware is secure and operates properly.
Interior,Rooms,Null,Closet Door,French,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Closet Door,French,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Interior,Rooms,Null,Closet Door,French,Monitor,Paint fading or wear at bottom; monitor for touch-up.
Interior,Rooms,Null,Closet Door,French,Monitor,Minor squeak at hinges; monitor for lubrication.
Interior,Rooms,Null,Closet Door,French,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Rooms,Null,Closet Door,French,Repair/Replace,Closet Door failure requires immediate repair to restore function.
Interior,Rooms,Null,Closet Door,French,Repair/Replace,Severe chips or cracks in glass; replace pane.
Interior,Rooms,Null,Closet Door,French,Repair/Replace,Door frame separating or failing; repair or replace.
Interior,Rooms,Null,Closet Door,French,Safety Hazard,Loose doors may fall or jam.
Interior,Rooms,Null,Closet Door,French,Safety Hazard,Non-functional lock may compromise security.
Interior,Rooms,Null,Closet Door,French,Safety Hazard,Sharp edges or splinters may cause injury.
Interior,Rooms,Null,Closet Door,French,Access Restricted,Doors behind storage not visible.
Interior,Rooms,Null,Closet Door,Bi-Fold,Acceptable,Panels fold and unfold properly.
Interior,Rooms,Null,Closet Door,Bi-Fold,Acceptable,"No cracks, splits, or warping present."
Interior,Rooms,Null,Closet Door,Bi-Fold,Acceptable,All hinges and track hardware secure and functional.
Interior,Rooms,Null,Closet Door,Bi-Fold,Acceptable,Bi-fold closet doors operate smoothly and are aligned.
Interior,Rooms,Null,Closet Door,Bi-Fold,Acceptable,Paint or finish is even and undamaged.
Interior,Rooms,Null,Closet Door,Bi-Fold,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Closet Door,Bi-Fold,Monitor,Panel joints slightly visible; monitor for separation.
Interior,Rooms,Null,Closet Door,Bi-Fold,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Rooms,Null,Closet Door,Bi-Fold,Monitor,Closet Door showing expected wear for age; monitor condition regularly.
Interior,Rooms,Null,Closet Door,Bi-Fold,Monitor,Minor sticking at track; monitor for cleaning or adjustment.
Interior,Rooms,Null,Closet Door,Bi-Fold,Repair/Replace,Severely warped or cracked panel; replace as needed.
Interior,Rooms,Null,Closet Door,Bi-Fold,Repair/Replace,Significant damage necessitates professional repair or replacement.
Interior,Rooms,Null,Closet Door,Bi-Fold,Repair/Replace,Closet Door failure requires immediate repair to restore function.
Interior,Rooms,Null,Closet Door,Bi-Fold,Safety Hazard,Pinched fingers or falling panels may cause injury.
Interior,Rooms,Null,Closet Door,Bi-Fold,Safety Hazard,Sharp edges or splinters may injure.
Interior,Rooms,Null,Closet Door,Bi-Fold,Safety Hazard,Heavy doors may trap hands.
Interior,Rooms,Null,Closet Door,Bi-Fold,Access Restricted,Door not visible due to storage.
Interior,Rooms,Null,Floor Covering,Hardwood,Acceptable,"Hardwood is clean, level, and free of major scratches or damage."
Interior,Rooms,Null,Floor Covering,Hardwood,Acceptable,Transitions to other floors are smooth and secure.
Interior,Rooms,Null,Floor Covering,Hardwood,Acceptable,"No evidence of water damage, warping, or buckling."
Interior,Rooms,Null,Floor Covering,Hardwood,Acceptable,Boards are tightly joined with no gaps or squeaks.
Interior,Rooms,Null,Floor Covering,Hardwood,Acceptable,Finish is even and well-maintained throughout.
Interior,Rooms,Null,Floor Covering,Hardwood,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Floor Covering,Hardwood,Monitor,"Minor scuffs, dents, or finish wear; monitor for refinishing."
Interior,Rooms,Null,Floor Covering,Hardwood,Monitor,Finish slightly dulled in high-traffic areas; monitor for change.
Interior,Rooms,Null,Floor Covering,Hardwood,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Interior,Rooms,Null,Floor Covering,Hardwood,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Rooms,Null,Floor Covering,Hardwood,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Interior,Rooms,Null,Floor Covering,Hardwood,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Rooms,Null,Floor Covering,Hardwood,Repair/Replace,Finish worn through or peeling; refinish affected areas.
Interior,Rooms,Null,Floor Covering,Hardwood,Safety Hazard,Buckled boards may create uneven walking surfaces.
Interior,Rooms,Null,Floor Covering,Hardwood,Safety Hazard,Large gaps may catch heels or mobility aids.
Interior,Rooms,Null,Floor Covering,Hardwood,Safety Hazard,Loose boards may shift and cause trips.
Interior,Rooms,Null,Floor Covering,Hardwood,Access Restricted,Floor under appliances not visible.
Interior,Rooms,Null,Floor Covering,Vinyl,Acceptable,"No peeling, bubbling, or tears present."
Interior,Rooms,Null,Floor Covering,Vinyl,Acceptable,Surface finish is consistent throughout.
Interior,Rooms,Null,Floor Covering,Vinyl,Acceptable,Seams and edges are tight and secure.
Interior,Rooms,Null,Floor Covering,Vinyl,Acceptable,"Vinyl floor is intact, well-adhered, and clean."
Interior,Rooms,Null,Floor Covering,Vinyl,Acceptable,No evidence of water damage or lifting.
Interior,Rooms,Null,Floor Covering,Vinyl,Monitor,Edges beginning to loosen in high-traffic areas; monitor.
Interior,Rooms,Null,Floor Covering,Vinyl,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Floor Covering,Vinyl,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Rooms,Null,Floor Covering,Vinyl,Monitor,Color fading in sun-exposed areas; monitor for change.
Interior,Rooms,Null,Floor Covering,Vinyl,Monitor,Small bubbles or minor lifting at seams; monitor for progression.
Interior,Rooms,Null,Floor Covering,Vinyl,Repair/Replace,"Peeling, torn, or water-damaged vinyl; repair or replace."
Interior,Rooms,Null,Floor Covering,Vinyl,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Interior,Rooms,Null,Floor Covering,Vinyl,Repair/Replace,Subfloor damage beneath vinyl; repair subfloor and replace.
Interior,Rooms,Null,Floor Covering,Vinyl,Safety Hazard,Delaminated or bubbled areas may shift and cause falls.
Interior,Rooms,Null,Floor Covering,Vinyl,Safety Hazard,Sharp edges at seams may cause injury.
Interior,Rooms,Null,Floor Covering,Vinyl,Safety Hazard,Loose vinyl may be a trip hazard.
Interior,Rooms,Null,Floor Covering,Vinyl,Access Restricted,Storage or clutter blocks inspection.
Interior,Rooms,Null,Floor Covering,Laminate,Acceptable,"No visible swelling, gaps, or loose planks."
Interior,Rooms,Null,Floor Covering,Laminate,Acceptable,Surface finish is even and free of excessive scratches.
Interior,Rooms,Null,Floor Covering,Laminate,Acceptable,"Laminate floor is clean, level, and fully adhered."
Interior,Rooms,Null,Floor Covering,Laminate,Acceptable,Edges and seams are tight and uniform.
Interior,Rooms,Null,Floor Covering,Laminate,Acceptable,No evidence of water damage or delamination.
Interior,Rooms,Null,Floor Covering,Laminate,Monitor,Minor scratches or separation at seams; monitor for repair.
Interior,Rooms,Null,Floor Covering,Laminate,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Rooms,Null,Floor Covering,Laminate,Monitor,Color fading in sun-exposed areas; monitor for change.
Interior,Rooms,Null,Floor Covering,Laminate,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Rooms,Null,Floor Covering,Laminate,Monitor,Small areas of edge chipping; monitor for progression.
Interior,Rooms,Null,Floor Covering,Laminate,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Rooms,Null,Floor Covering,Laminate,Repair/Replace,"Loose, warped, or broken boards; replace as needed."
Interior,Rooms,Null,Floor Covering,Laminate,Repair/Replace,Delaminated or bubbled areas; repair or replace.
Interior,Rooms,Null,Floor Covering,Laminate,Safety Hazard,Sharp edges or lifted seams can cut or catch.
Interior,Rooms,Null,Floor Covering,Laminate,Safety Hazard,Uneven or broken boards create fall hazards.
Interior,Rooms,Null,Floor Covering,Laminate,Safety Hazard,Loose planks may shift and cause trips.
Interior,Rooms,Null,Floor Covering,Laminate,Access Restricted,Large appliances block view.
Interior,Rooms,Null,Floor Covering,Carpet,Acceptable,No odors or evidence of water damage.
Interior,Rooms,Null,Floor Covering,Carpet,Acceptable,Edges and seams are tight with no fraying.
Interior,Rooms,Null,Floor Covering,Carpet,Acceptable,Carpet is clean and securely fastened throughout.
Interior,Rooms,Null,Floor Covering,Carpet,Acceptable,Carpet pile is even and free of matting.
Interior,Rooms,Null,Floor Covering,Carpet,Acceptable,"No stains, tears, or excessive wear present."
Interior,Rooms,Null,Floor Covering,Carpet,Monitor,Minor ripples or bunching; monitor for stretching needs.
Interior,Rooms,Null,Floor Covering,Carpet,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Rooms,Null,Floor Covering,Carpet,Monitor,Floor Covering showing expected wear for age; monitor condition regularly.
Interior,Rooms,Null,Floor Covering,Carpet,Monitor,Minor stains or wear; monitor for cleaning or replacement.
Interior,Rooms,Null,Floor Covering,Carpet,Monitor,Carpet slightly faded due to sunlight; monitor for change.
Interior,Rooms,Null,Floor Covering,Carpet,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Rooms,Null,Floor Covering,Carpet,Repair/Replace,Carpet padding deteriorated or missing; replace as needed.
Interior,Rooms,Null,Floor Covering,Carpet,Repair/Replace,Water-damaged or moldy carpet; remove and replace.
Interior,Rooms,Null,Floor Covering,Carpet,Safety Hazard,Torn sections may catch on shoes or mobility aids.
Interior,Rooms,Null,Floor Covering,Carpet,Safety Hazard,Exposed tacks or staples may injure feet.
Interior,Rooms,Null,Floor Covering,Carpet,Safety Hazard,Loose or wrinkled carpet may cause trips and falls.
Interior,Rooms,Null,Floor Covering,Carpet,Access Restricted,Floor not visible due to furniture or rugs.
Interior,Rooms,Null,Floor Covering,Tile,Acceptable,"No cracked, loose, or missing tiles detected."
Interior,Rooms,Null,Floor Covering,Tile,Acceptable,All transitions to other flooring are smooth.
Interior,Rooms,Null,Floor Covering,Tile,Acceptable,No evidence of water damage or efflorescence.
Interior,Rooms,Null,Floor Covering,Tile,Acceptable,Grout lines are even and in good condition.
Interior,Rooms,Null,Floor Covering,Tile,Acceptable,"Tile floor is clean, level, and fully grouted."
Interior,Rooms,Null,Floor Covering,Tile,Monitor,Minor grout stains or chips; monitor for cleaning/repair.
Interior,Rooms,Null,Floor Covering,Tile,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Rooms,Null,Floor Covering,Tile,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Rooms,Null,Floor Covering,Tile,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Rooms,Null,Floor Covering,Tile,Monitor,Minor lippage or unevenness at seams; monitor for movement.
Interior,Rooms,Null,Floor Covering,Tile,Repair/Replace,Severe lippage or unevenness; reset or repair tiles.
Interior,Rooms,Null,Floor Covering,Tile,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Rooms,Null,Floor Covering,Tile,Repair/Replace,Water-damaged or hollow-sounding tiles; repair subfloor and replace.
Interior,Rooms,Null,Floor Covering,Tile,Safety Hazard,Broken tiles may expose sharp edges and cause cuts.
Interior,Rooms,Null,Floor Covering,Tile,Safety Hazard,Missing grout may allow water infiltration and mold.
Interior,Rooms,Null,Floor Covering,Tile,Safety Hazard,Significant lippage may cause falls.
Interior,Rooms,Null,Floor Covering,Tile,Access Restricted,Tile floor not visible due to rugs or furniture.
Mechanical,Electrical,Interior,Specialty,EV Charger,Acceptable,Grounding and bonding are present and code-compliant.
Mechanical,Electrical,Interior,Specialty,EV Charger,Acceptable,Charger operates as intended and delivers rated output.
Mechanical,Electrical,Interior,Specialty,EV Charger,Acceptable,"No visible damage, overheating, or exposed wiring."
Mechanical,Electrical,Interior,Specialty,EV Charger,Acceptable,EV charger is securely mounted and properly labeled.
Mechanical,Electrical,Interior,Specialty,EV Charger,Acceptable,Circuit breaker and wiring are appropriately sized for charger load.
Mechanical,Electrical,Interior,Specialty,EV Charger,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Mechanical,Electrical,Interior,Specialty,EV Charger,Monitor,Minor delay in charging initiation; monitor for consistent performance.
Mechanical,Electrical,Interior,Specialty,EV Charger,Monitor,Charger unit or plug slightly warm during operation; monitor for overheating.
Mechanical,Electrical,Interior,Specialty,EV Charger,Monitor,Early stage deterioration observed; monitor and document changes.
Mechanical,Electrical,Interior,Specialty,EV Charger,Monitor,Minor slack or movement in charger cable; monitor for securement.
Mechanical,Electrical,Interior,Specialty,EV Charger,Repair/Replace,Significant damage necessitates professional repair or replacement.
Mechanical,Electrical,Interior,Specialty,EV Charger,Repair/Replace,Charger does not operate or trips breaker; repair or replace.
Mechanical,Electrical,Interior,Specialty,EV Charger,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Mechanical,Electrical,Interior,Specialty,EV Charger,Safety Hazard,Exposed wiring may cause shock or fire.
Mechanical,Electrical,Interior,Specialty,EV Charger,Safety Hazard,Faulty charger may damage electric vehicles.
Mechanical,Electrical,Interior,Specialty,EV Charger,Safety Hazard,Improper grounding increases shock risk.
Mechanical,Electrical,Interior,Specialty,EV Charger,Access Restricted,Charger not in service at time of inspection.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Acceptable,Light kit operates and is securely attached.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Acceptable,"No evidence of wobble, noise, or overheating."
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Acceptable,Wall control or remote functions properly.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Acceptable,Ceiling fan is securely mounted and operates as intended.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Acceptable,Fan blades are undamaged and properly installed.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Monitor,Minor wear or aging noted; monitor for progression over time.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Monitor,Minor surface damage or weathering; monitor for expansion.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Monitor,Minor discoloration or wear on controls; monitor for replacement.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Monitor,Early stage deterioration observed; monitor and document changes.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Repair/Replace,Specialty failure requires immediate repair to restore function.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Repair/Replace,Fan does not operate or is loose; repair or replace.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Repair/Replace,Repair required to maintain structural integrity and safety.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Safety Hazard,Non-functioning fan may reduce ventilation.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Safety Hazard,Loose or missing blades may cause injury or imbalance.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Safety Hazard,Severely imbalanced fan may damage mounting or structure.
Mechanical,Electrical,Interior,Specialty,Ceiling Fan,Access Restricted,Fan covered by construction or paint.
Mechanical,Electrical,Interior,Specialty,Security System,Acceptable,Backup battery present and in good condition.
Mechanical,Electrical,Interior,Specialty,Security System,Acceptable,All zones are labeled and tested operational.
Mechanical,Electrical,Interior,Specialty,Security System,Acceptable,"Keypads, sensors, and cameras are properly installed."
Mechanical,Electrical,Interior,Specialty,Security System,Acceptable,Control panel is securely mounted and powered.
Mechanical,Electrical,Interior,Specialty,Security System,Acceptable,No exposed or damaged system wiring.
Mechanical,Electrical,Interior,Specialty,Security System,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Mechanical,Electrical,Interior,Specialty,Security System,Monitor,Minor wear or aging noted; monitor for progression over time.
Mechanical,Electrical,Interior,Specialty,Security System,Monitor,Minor dust or debris at sensors/cameras; monitor for cleaning.
Mechanical,Electrical,Interior,Specialty,Security System,Monitor,Minor intermittent alarm or notification; monitor for troubleshooting.
Mechanical,Electrical,Interior,Specialty,Security System,Monitor,Specialty showing expected wear for age; monitor condition regularly.
Mechanical,Electrical,Interior,Specialty,Security System,Repair/Replace,Safety-critical defect requires urgent corrective action.
Mechanical,Electrical,Interior,Specialty,Security System,Repair/Replace,Loose or missing mounting hardware; repair or secure.
Mechanical,Electrical,Interior,Specialty,Security System,Repair/Replace,"Non-functioning sensor, camera, or keypad; repair or replace."
Mechanical,Electrical,Interior,Specialty,Security System,Safety Hazard,Loose or broken devices may cause false alarms or missed detection.
Mechanical,Electrical,Interior,Specialty,Security System,Safety Hazard,Exposed wiring may cause shock or system failure.
Mechanical,Electrical,Interior,Specialty,Security System,Safety Hazard,Dead backup battery may leave system inoperable.
Mechanical,Electrical,Interior,Specialty,Security System,Access Restricted,Device inaccessible due to location or height.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Acceptable,Equipment is properly grounded and ventilated.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Acceptable,Ports and jacks are securely mounted and labeled.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Acceptable,Testing indicates data connectivity at all outlets.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Acceptable,No exposed or damaged cabling at visible locations.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Acceptable,Patch panel is organized and properly terminated.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Monitor,Minor slack or excess cabling; monitor for organization needs.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Monitor,Specialty showing expected wear for age; monitor condition regularly.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Monitor,Loose or missing labeling; monitor for update.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Monitor,Minor intermittent connectivity; monitor for cable or jack issues.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Monitor,Minor surface damage or weathering; monitor for expansion.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Repair/Replace,Outlets/jacks missing or inoperative; repair or install.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Repair/Replace,Specialty failure requires immediate repair to restore function.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Repair/Replace,Exposed or damaged cables; repair or enclose.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Safety Hazard,Improperly grounded equipment increases shock/fire risk.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Safety Hazard,Loose cable may cause loss of emergency communication.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Safety Hazard,Overheated networking equipment may cause fire.
Mechanical,Electrical,Interior,Specialty,Data/Networking,Access Restricted,Equipment not in service at time of inspection.
Mechanical,Electrical,Interior,Specialty,Doorbell,Acceptable,Button is clearly labeled and visible at entry.
